ModelName,WJ312A
FileVersion,1
Acquisition Time,2017/05/22 15:34:18
Time/div(second),50E-03
Delay(second),+44.0E-03
Delta(second),1E-03
Acquisition Mode,Average,9
Trigger Address,294
CH1 Display,On
CH2 Display,On
CH1 Volt/div,5.00E-03
CH2 Volt/div,500E-03
CH1 Offset,0.00E+00
CH2 Offset,940E-03
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
Points,501
Ch1 V,Ch2 V
1.562E-04,1.225E-01,,
1.562E-04,1.537E-01,,
1.562E-04,1.850E-01,,
1.562E-04,2.162E-01,,
1.562E-04,2.787E-01,,
1.562E-04,2.162E-01,,
1.562E-04,1.850E-01,,
1.562E-04,1.850E-01,,
1.562E-04,2.318E-01,,
1.562E-04,2.006E-01,,
1.562E-04,1.693E-01,,
1.562E-04,1.850E-01,,
1.562E-04,1.693E-01,,
1.562E-04,2.318E-01,,
1.562E-04,2.162E-01,,
1.562E-04,1.381E-01,,
1.562E-04,4.437E-02,,
1.562E-04,1.537E-01,,
1.562E-04,1.693E-01,,
1.562E-04,6.000E-02,,
1.562E-04,9.125E-02,,
1.562E-04,7.562E-02,,
1.562E-04,9.125E-02,,
0.000E+00,1.068E-01,,
0.000E+00,7.562E-02,,
0.000E+00,6.000E-02,,
0.000E+00,7.562E-02,,
0.000E+00,7.562E-02,,
0.000E+00,1.225E-01,,
0.000E+00,2.006E-01,,
1.562E-04,1.537E-01,,
1.562E-04,2.318E-01,,
0.000E+00,2.006E-01,,
0.000E+00,1.693E-01,,
1.562E-04,2.006E-01,,
1.562E-04,2.475E-01,,
1.562E-04,2.006E-01,,
1.562E-04,1.850E-01,,
0.000E+00,1.693E-01,,
1.562E-04,1.537E-01,,
1.562E-04,1.850E-01,,
1.562E-04,1.225E-01,,
1.562E-04,4.437E-02,,
1.562E-04,7.562E-02,,
1.562E-04,9.125E-02,,
1.562E-04,7.562E-02,,
0.000E+00,9.125E-02,,
1.562E-04,1.693E-01,,
0.000E+00,1.537E-01,,
0.000E+00,1.225E-01,,
1.562E-04,7.562E-02,,
0.000E+00,1.225E-01,,
1.562E-04,1.068E-01,,
0.000E+00,1.381E-01,,
0.000E+00,2.006E-01,,
0.000E+00,1.693E-01,,
0.000E+00,1.850E-01,,
0.000E+00,1.850E-01,,
0.000E+00,2.162E-01,,
1.562E-04,2.162E-01,,
0.000E+00,2.006E-01,,
0.000E+00,2.162E-01,,
1.562E-04,2.006E-01,,
0.000E+00,1.225E-01,,
0.000E+00,1.225E-01,,
0.000E+00,2.875E-02,,
1.562E-04,9.125E-02,,
0.000E+00,1.225E-01,,
0.000E+00,1.537E-01,,
1.562E-04,1.850E-01,,
0.000E+00,1.381E-01,,
1.562E-04,1.381E-01,,
0.000E+00,1.693E-01,,
1.562E-04,6.000E-02,,
0.000E+00,1.068E-01,,
1.562E-04,1.537E-01,,
0.000E+00,2.162E-01,,
1.562E-04,1.693E-01,,
